Natural Disaster,Number of Deaths,Entity,Code,Year
Wildfire,0,United Arab Emirates,ARE,01/01/1980
Drought,0,United Arab Emirates,ARE,01/01/1990
Dry mass movement,0,United Arab Emirates,ARE,01/01/1990
Earthquake,0,United Arab Emirates,ARE,01/01/1990
Extreme temperature,0,United Arab Emirates,ARE,01/01/1990
Extreme weather,0,United Arab Emirates,ARE,01/01/1990
Flood,0,United Arab Emirates,ARE,01/01/1990
Fog,0,United Arab Emirates,ARE,01/01/1990
Glacial lake outburst flood,0,United Arab Emirates,ARE,01/01/1990
Volcanic activity,0,United Arab Emirates,ARE,01/01/1990
Wet mass movement,0,United Arab Emirates,ARE,01/01/1990
Wildfire,0,United Arab Emirates,ARE,01/01/1990
Drought,0,United Arab Emirates,ARE,01/01/2000
Dry mass movement,0,United Arab Emirates,ARE,01/01/2000
Earthquake,0,United Arab Emirates,ARE,01/01/2000
Extreme temperature,0,United Arab Emirates,ARE,01/01/2000
Extreme weather,0,United Arab Emirates,ARE,01/01/2000
Flood,0,United Arab Emirates,ARE,01/01/2000
Fog,0,United Arab Emirates,ARE,01/01/2000
Glacial lake outburst flood,0,United Arab Emirates,ARE,01/01/2000
Volcanic activity,0,United Arab Emirates,ARE,01/01/2000
Wet mass movement,0,United Arab Emirates,ARE,01/01/2000
Wildfire,0,United Arab Emirates,ARE,01/01/2000
Drought,0,United Arab Emirates,ARE,01/01/2010
Dry mass movement,0,United Arab Emirates,ARE,01/01/2010
Earthquake,0,United Arab Emirates,ARE,01/01/2010
Extreme temperature,0,United Arab Emirates,ARE,01/01/2010
Extreme weather,0,United Arab Emirates,ARE,01/01/2010
Flood,0,United Arab Emirates,ARE,01/01/2010
Fog,0,United Arab Emirates,ARE,01/01/2010
Glacial lake outburst flood,0,United Arab Emirates,ARE,01/01/2010
Volcanic activity,0,United Arab Emirates,ARE,01/01/2010
Wet mass movement,0,United Arab Emirates,ARE,01/01/2010
Wildfire,0,United Arab Emirates,ARE,01/01/2010
Drought,0,United Arab Emirates,ARE,01/01/2020
Dry mass movement,0,United Arab Emirates,ARE,01/01/2020
Earthquake,0,United Arab Emirates,ARE,01/01/2020
Extreme temperature,0,United Arab Emirates,ARE,01/01/2020
Extreme weather,0,United Arab Emirates,ARE,01/01/2020
Flood,0,United Arab Emirates,ARE,01/01/2020
Fog,0,United Arab Emirates,ARE,01/01/2020
Glacial lake outburst flood,0,United Arab Emirates,ARE,01/01/2020
Volcanic activity,0,United Arab Emirates,ARE,01/01/2020
Wet mass movement,0,United Arab Emirates,ARE,01/01/2020
Wildfire,0,United Arab Emirates,ARE,01/01/2020
Drought,0,United Kingdom,GBR,01/01/1900
Dry mass movement,0,United Kingdom,GBR,01/01/1900
Earthquake,0,United Kingdom,GBR,01/01/1900
Extreme temperature,0,United Kingdom,GBR,01/01/1900
Extreme weather,0,United Kingdom,GBR,01/01/1900
Flood,0,United Kingdom,GBR,01/01/1900
Fog,0,United Kingdom,GBR,01/01/1900
Glacial lake outburst flood,0,United Kingdom,GBR,01/01/1900
Volcanic activity,0,United Kingdom,GBR,01/01/1900
Wet mass movement,0,United Kingdom,GBR,01/01/1900
Wildfire,0,United Kingdom,GBR,01/01/1900
Drought,0,United Kingdom,GBR,01/01/1910
Dry mass movement,0,United Kingdom,GBR,01/01/1910
Earthquake,0,United Kingdom,GBR,01/01/1910
Extreme temperature,0,United Kingdom,GBR,01/01/1910
Extreme weather,0,United Kingdom,GBR,01/01/1910
Flood,0,United Kingdom,GBR,01/01/1910
Fog,0,United Kingdom,GBR,01/01/1910
Glacial lake outburst flood,0,United Kingdom,GBR,01/01/1910
Volcanic activity,0,United Kingdom,GBR,01/01/1910
Wet mass movement,0,United Kingdom,GBR,01/01/1910
Wildfire,0,United Kingdom,GBR,01/01/1910
Drought,0,United Kingdom,GBR,01/01/1920
Dry mass movement,0,United Kingdom,GBR,01/01/1920
Earthquake,0,United Kingdom,GBR,01/01/1920
Extreme temperature,0,United Kingdom,GBR,01/01/1920
Extreme weather,0,United Kingdom,GBR,01/01/1920
Flood,0,United Kingdom,GBR,01/01/1920
Fog,0,United Kingdom,GBR,01/01/1920
Glacial lake outburst flood,0,United Kingdom,GBR,01/01/1920
Volcanic activity,0,United Kingdom,GBR,01/01/1920
Wet mass movement,0,United Kingdom,GBR,01/01/1920
Wildfire,0,United Kingdom,GBR,01/01/1920
Drought,0,United Kingdom,GBR,01/01/1930
Dry mass movement,0,United Kingdom,GBR,01/01/1930
Earthquake,0,United Kingdom,GBR,01/01/1930
Extreme temperature,0,United Kingdom,GBR,01/01/1930
Extreme weather,0,United Kingdom,GBR,01/01/1930
Flood,0,United Kingdom,GBR,01/01/1930
Fog,0,United Kingdom,GBR,01/01/1930
Glacial lake outburst flood,0,United Kingdom,GBR,01/01/1930
Volcanic activity,0,United Kingdom,GBR,01/01/1930
Wet mass movement,0,United Kingdom,GBR,01/01/1930
Wildfire,0,United Kingdom,GBR,01/01/1930
Drought,0,United Kingdom,GBR,01/01/1940
Dry mass movement,0,United Kingdom,GBR,01/01/1940
Earthquake,0,United Kingdom,GBR,01/01/1940
Extreme temperature,0,United Kingdom,GBR,01/01/1940
Extreme weather,0,United Kingdom,GBR,01/01/1940
Flood,0,United Kingdom,GBR,01/01/1940
Fog,0,United Kingdom,GBR,01/01/1940
Glacial lake outburst flood,0,United Kingdom,GBR,01/01/1940
Volcanic activity,0,United Kingdom,GBR,01/01/1940
Wet mass movement,0,United Kingdom,GBR,01/01/1940
Wildfire,0,United Kingdom,GBR,01/01/1940
Drought,0,United Kingdom,GBR,01/01/1950
Dry mass movement,0,United Kingdom,GBR,01/01/1950
Earthquake,0,United Kingdom,GBR,01/01/1950
Extreme temperature,0,United Kingdom,GBR,01/01/1950
Extreme weather,0,United Kingdom,GBR,01/01/1950
Flood,3.4,United Kingdom,GBR,01/01/1950
Fog,400,United Kingdom,GBR,01/01/1950
Glacial lake outburst flood,0,United Kingdom,GBR,01/01/1950
Volcanic activity,0,United Kingdom,GBR,01/01/1950
Wet mass movement,0,United Kingdom,GBR,01/01/1950
Wildfire,0,United Kingdom,GBR,01/01/1950
Drought,0,United Kingdom,GBR,01/01/1960
Dry mass movement,0,United Kingdom,GBR,01/01/1960
Earthquake,0,United Kingdom,GBR,01/01/1960
Extreme temperature,0,United Kingdom,GBR,01/01/1960
Extreme weather,2,United Kingdom,GBR,01/01/1960
Flood,0,United Kingdom,GBR,01/01/1960
Fog,0,United Kingdom,GBR,01/01/1960
Glacial lake outburst flood,0,United Kingdom,GBR,01/01/1960
Volcanic activity,0,United Kingdom,GBR,01/01/1960
Wet mass movement,14,United Kingdom,GBR,01/01/1960
Wildfire,0,United Kingdom,GBR,01/01/1960
Drought,0,United Kingdom,GBR,01/01/1970
Dry mass movement,0,United Kingdom,GBR,01/01/1970
Earthquake,0,United Kingdom,GBR,01/01/1970
Extreme temperature,0,United Kingdom,GBR,01/01/1970
Extreme weather,0,United Kingdom,GBR,01/01/1970
Flood,0.6,United Kingdom,GBR,01/01/1970
Fog,0,United Kingdom,GBR,01/01/1970
Glacial lake outburst flood,0,United Kingdom,GBR,01/01/1970
Volcanic activity,0,United Kingdom,GBR,01/01/1970
Wet mass movement,0,United Kingdom,GBR,01/01/1970
Wildfire,0,United Kingdom,GBR,01/01/1970
Drought,0,United Kingdom,GBR,01/01/1980
Dry mass movement,0,United Kingdom,GBR,01/01/1980
Earthquake,0,United Kingdom,GBR,01/01/1980
Extreme temperature,0,United Kingdom,GBR,01/01/1980
Extreme weather,7.2,United Kingdom,GBR,01/01/1980
Flood,0,United Kingdom,GBR,01/01/1980
Fog,0,United Kingdom,GBR,01/01/1980
Glacial lake outburst flood,0,United Kingdom,GBR,01/01/1980
Volcanic activity,0,United Kingdom,GBR,01/01/1980
Wet mass movement,0,United Kingdom,GBR,01/01/1980
Wildfire,0,United Kingdom,GBR,01/01/1980
Drought,0,United Kingdom,GBR,01/01/1990
Dry mass movement,0,United Kingdom,GBR,01/01/1990
Earthquake,0,United Kingdom,GBR,01/01/1990
Extreme temperature,1.4,United Kingdom,GBR,01/01/1990
Extreme weather,19.1,United Kingdom,GBR,01/01/1990
Flood,1.7,United Kingdom,GBR,01/01/1990
Fog,0,United Kingdom,GBR,01/01/1990
Glacial lake outburst flood,0,United Kingdom,GBR,01/01/1990
Volcanic activity,0,United Kingdom,GBR,01/01/1990
Wet mass movement,0,United Kingdom,GBR,01/01/1990
Wildfire,0,United Kingdom,GBR,01/01/1990
Drought,0,United Kingdom,GBR,01/01/2000
Dry mass movement,0,United Kingdom,GBR,01/01/2000
Earthquake,0,United Kingdom,GBR,01/01/2000
Extreme temperature,30.5,United Kingdom,GBR,01/01/2000
Extreme weather,5.5,United Kingdom,GBR,01/01/2000
Flood,2.6,United Kingdom,GBR,01/01/2000
Fog,0,United Kingdom,GBR,01/01/2000
Glacial lake outburst flood,0,United Kingdom,GBR,01/01/2000
Volcanic activity,0,United Kingdom,GBR,01/01/2000
Wet mass movement,0,United Kingdom,GBR,01/01/2000
Wildfire,0,United Kingdom,GBR,01/01/2000
Drought,0,United Kingdom,GBR,01/01/2010
Dry mass movement,0,United Kingdom,GBR,01/01/2010
Earthquake,0,United Kingdom,GBR,01/01/2010
Extreme temperature,92.6,United Kingdom,GBR,01/01/2010
Extreme weather,1.9,United Kingdom,GBR,01/01/2010
Flood,1.1,United Kingdom,GBR,01/01/2010
Fog,0,United Kingdom,GBR,01/01/2010
Glacial lake outburst flood,0,United Kingdom,GBR,01/01/2010
Volcanic activity,0,United Kingdom,GBR,01/01/2010
Wet mass movement,0,United Kingdom,GBR,01/01/2010
Wildfire,0,United Kingdom,GBR,01/01/2010
Drought,0,United Kingdom,GBR,01/01/2020
Dry mass movement,0,United Kingdom,GBR,01/01/2020
Earthquake,0,United Kingdom,GBR,01/01/2020
Extreme temperature,1205,United Kingdom,GBR,01/01/2020
Extreme weather,1.8,United Kingdom,GBR,01/01/2020
Flood,0,United Kingdom,GBR,01/01/2020
Fog,0,United Kingdom,GBR,01/01/2020
Glacial lake outburst flood,0,United Kingdom,GBR,01/01/2020
Volcanic activity,0,United Kingdom,GBR,01/01/2020
Wet mass movement,0,United Kingdom,GBR,01/01/2020
Wildfire,0,United Kingdom,GBR,01/01/2020
Drought,0,United States,USA,01/01/1900
Dry mass movement,0,United States,USA,01/01/1900
Earthquake,70,United States,USA,01/01/1900
Extreme temperature,0,United States,USA,01/01/1900
Extreme weather,678.7,United States,USA,01/01/1900
Flood,32.2,United States,USA,01/01/1900
Fog,0,United States,USA,01/01/1900
Glacial lake outburst flood,0,United States,USA,01/01/1900
Volcanic activity,0,United States,USA,01/01/1900
Wet mass movement,0,United States,USA,01/01/1900
Wildfire,0,United States,USA,01/01/1900
Drought,0,United States,USA,01/01/1910
Dry mass movement,0,United States,USA,01/01/1910
Earthquake,0.6,United States,USA,01/01/1910
Extreme temperature,0,United States,USA,01/01/1910
Extreme weather,182.1,United States,USA,01/01/1910
Flood,0,United States,USA,01/01/1910
Fog,0,United States,USA,01/01/1910
Glacial lake outburst flood,0,United States,USA,01/01/1910
Volcanic activity,0,United States,USA,01/01/1910
Wet mass movement,0,United States,USA,01/01/1910
Wildfire,100,United States,USA,01/01/1910
Drought,0,United States,USA,01/01/1920
Dry mass movement,0,United States,USA,01/01/1920
Earthquake,1.3,United States,USA,01/01/1920
Extreme temperature,0,United States,USA,01/01/1920
Extreme weather,315.4,United States,USA,01/01/1920
Flood,24.6,United States,USA,01/01/1920
Fog,0,United States,USA,01/01/1920
Glacial lake outburst flood,0,United States,USA,01/01/1920
Volcanic activity,0,United States,USA,01/01/1920
Wet mass movement,0,United States,USA,01/01/1920
Wildfire,0,United States,USA,01/01/1920
Drought,0,United States,USA,01/01/1930
Dry mass movement,0,United States,USA,01/01/1930
Earthquake,11.6,United States,USA,01/01/1930
Extreme temperature,119.3,United States,USA,01/01/1930
Extreme weather,187.5,United States,USA,01/01/1930
Flood,33.7,United States,USA,01/01/1930
Fog,0,United States,USA,01/01/1930
Glacial lake outburst flood,0,United States,USA,01/01/1930
Volcanic activity,0,United States,USA,01/01/1930
Wet mass movement,20,United States,USA,01/01/1930
Wildfire,0,United States,USA,01/01/1930
Drought,0,United States,USA,01/01/1940
Dry mass movement,0,United States,USA,01/01/1940
Earthquake,18.2,United States,USA,01/01/1940
Extreme temperature,0,United States,USA,01/01/1940
Extreme weather,110.6,United States,USA,01/01/1940
Flood,5.5,United States,USA,01/01/1940
Fog,0,United States,USA,01/01/1940
Glacial lake outburst flood,0,United States,USA,01/01/1940
Volcanic activity,0,United States,USA,01/01/1940
Wet mass movement,0,United States,USA,01/01/1940
Wildfire,12.1,United States,USA,01/01/1940
Drought,0,United States,USA,01/01/1950
Dry mass movement,0,United States,USA,01/01/1950
Earthquake,4.2,United States,USA,01/01/1950
Extreme temperature,17.6,United States,USA,01/01/1950
Extreme weather,251.8,United States,USA,01/01/1950
Flood,14.8,United States,USA,01/01/1950
Fog,0,United States,USA,01/01/1950
Glacial lake outburst flood,0,United States,USA,01/01/1950
Volcanic activity,0,United States,USA,01/01/1950
Wet mass movement,0,United States,USA,01/01/1950
Wildfire,1.1,United States,USA,01/01/1950
Drought,0,United States,USA,01/01/1960
Dry mass movement,0,United States,USA,01/01/1960
Earthquake,19.9,United States,USA,01/01/1960
Extreme temperature,41.2,United States,USA,01/01/1960
Extreme weather,277.5,United States,USA,01/01/1960
Flood,22.4,United States,USA,01/01/1960
Fog,0,United States,USA,01/01/1960
Glacial lake outburst flood,0,United States,USA,01/01/1960
Volcanic activity,0,United States,USA,01/01/1960
Wet mass movement,0,United States,USA,01/01/1960
Wildfire,0,United States,USA,01/01/1960
Drought,0,United States,USA,01/01/1970
Dry mass movement,0,United States,USA,01/01/1970
Earthquake,6.5,United States,USA,01/01/1970
Extreme temperature,3.2,United States,USA,01/01/1970
Extreme weather,144.7,United States,USA,01/01/1970
Flood,59.9,United States,USA,01/01/1970
Fog,0,United States,USA,01/01/1970
Glacial lake outburst flood,0,United States,USA,01/01/1970
Volcanic activity,0,United States,USA,01/01/1970
Wet mass movement,40,United States,USA,01/01/1970
Wildfire,0,United States,USA,01/01/1970
Drought,0,United States,USA,01/01/1980
Dry mass movement,0,United States,USA,01/01/1980
Earthquake,7.7,United States,USA,01/01/1980
Extreme temperature,166,United States,USA,01/01/1980
Extreme weather,184.4,United States,USA,01/01/1980
Flood,14,United States,USA,01/01/1980
Fog,0,United States,USA,01/01/1980
Glacial lake outburst flood,0,United States,USA,01/01/1980
Volcanic activity,9,United States,USA,01/01/1980
Wet mass movement,0,United States,USA,01/01/1980
Wildfire,0,United States,USA,01/01/1980
Drought,0,United States,USA,01/01/1990
Dry mass movement,0,United States,USA,01/01/1990
Earthquake,6.5,United States,USA,01/01/1990
Extreme temperature,115.6,United States,USA,01/01/1990
Extreme weather,184.9,United States,USA,01/01/1990
Flood,37.4,United States,USA,01/01/1990
Fog,0,United States,USA,01/01/1990
Glacial lake outburst flood,0,United States,USA,01/01/1990
Volcanic activity,0,United States,USA,01/01/1990
Wet mass movement,0,United States,USA,01/01/1990
Wildfire,4.8,United States,USA,01/01/1990
Drought,0,United States,USA,01/01/2000
Dry mass movement,0,United States,USA,01/01/2000
Earthquake,0.3,United States,USA,01/01/2000
Extreme temperature,38.7,United States,USA,01/01/2000
Extreme weather,331.6,United States,USA,01/01/2000
Flood,29.9,United States,USA,01/01/2000
Fog,0,United States,USA,01/01/2000
Glacial lake outburst flood,0,United States,USA,01/01/2000
Volcanic activity,0,United States,USA,01/01/2000
Wet mass movement,1.5,United States,USA,01/01/2000
Wildfire,6.7,United States,USA,01/01/2000
Drought,0,United States,USA,01/01/2010
Dry mass movement,0,United States,USA,01/01/2010
Earthquake,0.1,United States,USA,01/01/2010
Extreme temperature,18.5,United States,USA,01/01/2010
Extreme weather,232.1,United States,USA,01/01/2010
Flood,27.1,United States,USA,01/01/2010
Fog,0,United States,USA,01/01/2010
Glacial lake outburst flood,0,United States,USA,01/01/2010
Volcanic activity,0,United States,USA,01/01/2010
Wet mass movement,6.4,United States,USA,01/01/2010
Wildfire,21.5,United States,USA,01/01/2010
Drought,85.6,United States,USA,01/01/2020
Dry mass movement,0,United States,USA,01/01/2020
Earthquake,0.4,United States,USA,01/01/2020
Extreme temperature,50.6,United States,USA,01/01/2020
Extreme weather,241.6,United States,USA,01/01/2020
Flood,22.8,United States,USA,01/01/2020
Fog,0,United States,USA,01/01/2020
Glacial lake outburst flood,0,United States,USA,01/01/2020
Volcanic activity,0,United States,USA,01/01/2020
Wet mass movement,0,United States,USA,01/01/2020
Wildfire,35,United States,USA,01/01/2020
Drought,0,United States Virgin Islands,VIR,01/01/1900
Dry mass movement,0,United States Virgin Islands,VIR,01/01/1900
Earthquake,0,United States Virgin Islands,VIR,01/01/1900
Extreme temperature,0,United States Virgin Islands,VIR,01/01/1900
Extreme weather,0,United States Virgin Islands,VIR,01/01/1900
Flood,0,United States Virgin Islands,VIR,01/01/1900
Fog,0,United States Virgin Islands,VIR,01/01/1900
Glacial lake outburst flood,0,United States Virgin Islands,VIR,01/01/1900
Volcanic activity,0,United States Virgin Islands,VIR,01/01/1900
Wet mass movement,0,United States Virgin Islands,VIR,01/01/1900
Wildfire,0,United States Virgin Islands,VIR,01/01/1900
Drought,0,United States Virgin Islands,VIR,01/01/1910
Dry mass movement,0,United States Virgin Islands,VIR,01/01/1910
Earthquake,0,United States Virgin Islands,VIR,01/01/1910
Extreme temperature,0,United States Virgin Islands,VIR,01/01/1910
Extreme weather,0,United States Virgin Islands,VIR,01/01/1910
Flood,0,United States Virgin Islands,VIR,01/01/1910
Fog,0,United States Virgin Islands,VIR,01/01/1910
Glacial lake outburst flood,0,United States Virgin Islands,VIR,01/01/1910
Volcanic activity,0,United States Virgin Islands,VIR,01/01/1910
Wet mass movement,0,United States Virgin Islands,VIR,01/01/1910
Wildfire,0,United States Virgin Islands,VIR,01/01/1910
Drought,0,United States Virgin Islands,VIR,01/01/1920
Dry mass movement,0,United States Virgin Islands,VIR,01/01/1920
Earthquake,0,United States Virgin Islands,VIR,01/01/1920
Extreme temperature,0,United States Virgin Islands,VIR,01/01/1920
Extreme weather,0,United States Virgin Islands,VIR,01/01/1920
Flood,0,United States Virgin Islands,VIR,01/01/1920
Fog,0,United States Virgin Islands,VIR,01/01/1920
Glacial lake outburst flood,0,United States Virgin Islands,VIR,01/01/1920
Volcanic activity,0,United States Virgin Islands,VIR,01/01/1920
Wet mass movement,0,United States Virgin Islands,VIR,01/01/1920
Wildfire,0,United States Virgin Islands,VIR,01/01/1920
Drought,0,United States Virgin Islands,VIR,01/01/1930
Dry mass movement,0,United States Virgin Islands,VIR,01/01/1930
Earthquake,0,United States Virgin Islands,VIR,01/01/1930
Extreme temperature,0,United States Virgin Islands,VIR,01/01/1930
Extreme weather,0,United States Virgin Islands,VIR,01/01/1930
Flood,0,United States Virgin Islands,VIR,01/01/1930
Fog,0,United States Virgin Islands,VIR,01/01/1930
Glacial lake outburst flood,0,United States Virgin Islands,VIR,01/01/1930
Volcanic activity,0,United States Virgin Islands,VIR,01/01/1930
Wet mass movement,0,United States Virgin Islands,VIR,01/01/1930
Wildfire,0,United States Virgin Islands,VIR,01/01/1930
Drought,0,United States Virgin Islands,VIR,01/01/1940
Dry mass movement,0,United States Virgin Islands,VIR,01/01/1940
Earthquake,0,United States Virgin Islands,VIR,01/01/1940
Extreme temperature,0,United States Virgin Islands,VIR,01/01/1940
Extreme weather,0,United States Virgin Islands,VIR,01/01/1940
Flood,0,United States Virgin Islands,VIR,01/01/1940
Fog,0,United States Virgin Islands,VIR,01/01/1940
Glacial lake outburst flood,0,United States Virgin Islands,VIR,01/01/1940
Volcanic activity,0,United States Virgin Islands,VIR,01/01/1940
Wet mass movement,0,United States Virgin Islands,VIR,01/01/1940
Wildfire,0,United States Virgin Islands,VIR,01/01/1940
Drought,0,United States Virgin Islands,VIR,01/01/1950
Dry mass movement,0,United States Virgin Islands,VIR,01/01/1950
Earthquake,0,United States Virgin Islands,VIR,01/01/1950
Extreme temperature,0,United States Virgin Islands,VIR,01/01/1950
Extreme weather,0,United States Virgin Islands,VIR,01/01/1950
Flood,0,United States Virgin Islands,VIR,01/01/1950
Fog,0,United States Virgin Islands,VIR,01/01/1950
Glacial lake outburst flood,0,United States Virgin Islands,VIR,01/01/1950
Volcanic activity,0,United States Virgin Islands,VIR,01/01/1950
Wet mass movement,0,United States Virgin Islands,VIR,01/01/1950
Wildfire,0,United States Virgin Islands,VIR,01/01/1950
Drought,0,United States Virgin Islands,VIR,01/01/1960
Dry mass movement,0,United States Virgin Islands,VIR,01/01/1960
Earthquake,0,United States Virgin Islands,VIR,01/01/1960
Extreme temperature,0,United States Virgin Islands,VIR,01/01/1960
Extreme weather,0,United States Virgin Islands,VIR,01/01/1960
Flood,0,United States Virgin Islands,VIR,01/01/1960
Fog,0,United States Virgin Islands,VIR,01/01/1960
Glacial lake outburst flood,0,United States Virgin Islands,VIR,01/01/1960
Volcanic activity,0,United States Virgin Islands,VIR,01/01/1960
Wet mass movement,0,United States Virgin Islands,VIR,01/01/1960
Wildfire,0,United States Virgin Islands,VIR,01/01/1960
Drought,0,United States Virgin Islands,VIR,01/01/1970
Dry mass movement,0,United States Virgin Islands,VIR,01/01/1970
Earthquake,0,United States Virgin Islands,VIR,01/01/1970
Extreme temperature,0,United States Virgin Islands,VIR,01/01/1970
Extreme weather,0,United States Virgin Islands,VIR,01/01/1970
Flood,0,United States Virgin Islands,VIR,01/01/1970
Fog,0,United States Virgin Islands,VIR,01/01/1970
Glacial lake outburst flood,0,United States Virgin Islands,VIR,01/01/1970
Volcanic activity,0,United States Virgin Islands,VIR,01/01/1970
Wet mass movement,0,United States Virgin Islands,VIR,01/01/1970
Wildfire,0,United States Virgin Islands,VIR,01/01/1970
Drought,0,United States Virgin Islands,VIR,01/01/1980
Dry mass movement,0,United States Virgin Islands,VIR,01/01/1980
Earthquake,0,United States Virgin Islands,VIR,01/01/1980
Extreme temperature,0,United States Virgin Islands,VIR,01/01/1980
Extreme weather,0,United States Virgin Islands,VIR,01/01/1980
Flood,0,United States Virgin Islands,VIR,01/01/1980
Fog,0,United States Virgin Islands,VIR,01/01/1980
Glacial lake outburst flood,0,United States Virgin Islands,VIR,01/01/1980
Volcanic activity,0,United States Virgin Islands,VIR,01/01/1980
Wet mass movement,0,United States Virgin Islands,VIR,01/01/1980
Wildfire,0,United States Virgin Islands,VIR,01/01/1980
Drought,0,United States Virgin Islands,VIR,01/01/1990
Dry mass movement,0,United States Virgin Islands,VIR,01/01/1990
Earthquake,0,United States Virgin Islands,VIR,01/01/1990
Extreme temperature,0,United States Virgin Islands,VIR,01/01/1990
Extreme weather,1,United States Virgin Islands,VIR,01/01/1990
Flood,0,United States Virgin Islands,VIR,01/01/1990
Fog,0,United States Virgin Islands,VIR,01/01/1990
Glacial lake outburst flood,0,United States Virgin Islands,VIR,01/01/1990
Volcanic activity,0,United States Virgin Islands,VIR,01/01/1990
Wet mass movement,0,United States Virgin Islands,VIR,01/01/1990
Wildfire,0,United States Virgin Islands,VIR,01/01/1990
Drought,0,United States Virgin Islands,VIR,01/01/2000
Dry mass movement,0,United States Virgin Islands,VIR,01/01/2000
Earthquake,0,United States Virgin Islands,VIR,01/01/2000
Extreme temperature,0,United States Virgin Islands,VIR,01/01/2000
Extreme weather,0,United States Virgin Islands,VIR,01/01/2000
Flood,0,United States Virgin Islands,VIR,01/01/2000
Fog,0,United States Virgin Islands,VIR,01/01/2000
Glacial lake outburst flood,0,United States Virgin Islands,VIR,01/01/2000
Volcanic activity,0,United States Virgin Islands,VIR,01/01/2000
Wet mass movement,0,United States Virgin Islands,VIR,01/01/2000
Wildfire,0,United States Virgin Islands,VIR,01/01/2000
Drought,0,United States Virgin Islands,VIR,01/01/2010
Dry mass movement,0,United States Virgin Islands,VIR,01/01/2010
Earthquake,0,United States Virgin Islands,VIR,01/01/2010
Extreme temperature,0,United States Virgin Islands,VIR,01/01/2010
Extreme weather,0.7,United States Virgin Islands,VIR,01/01/2010
Flood,0,United States Virgin Islands,VIR,01/01/2010
Fog,0,United States Virgin Islands,VIR,01/01/2010
Glacial lake outburst flood,0,United States Virgin Islands,VIR,01/01/2010
Volcanic activity,0,United States Virgin Islands,VIR,01/01/2010
Wet mass movement,0,United States Virgin Islands,VIR,01/01/2010
Wildfire,0,United States Virgin Islands,VIR,01/01/2010
Drought,0,United States Virgin Islands,VIR,01/01/2020
Dry mass movement,0,United States Virgin Islands,VIR,01/01/2020
Earthquake,0,United States Virgin Islands,VIR,01/01/2020
Extreme temperature,0,United States Virgin Islands,VIR,01/01/2020
Extreme weather,0,United States Virgin Islands,VIR,01/01/2020
Flood,0,United States Virgin Islands,VIR,01/01/2020
Fog,0,United States Virgin Islands,VIR,01/01/2020
Glacial lake outburst flood,0,United States Virgin Islands,VIR,01/01/2020
Volcanic activity,0,United States Virgin Islands,VIR,01/01/2020
Wet mass movement,0,United States Virgin Islands,VIR,01/01/2020
Wildfire,0,United States Virgin Islands,VIR,01/01/2020
Drought,0,Upper-middle-income countries,,01/01/1900
Dry mass movement,0,Upper-middle-income countries,,01/01/1900
Earthquake,2956.9,Upper-middle-income countries,,01/01/1900
Extreme temperature,0,Upper-middle-income countries,,01/01/1900
Extreme weather,6.5,Upper-middle-income countries,,01/01/1900
Flood,30,Upper-middle-income countries,,01/01/1900
Fog,0,Upper-middle-income countries,,01/01/1900
Glacial lake outburst flood,0,Upper-middle-income countries,,01/01/1900
Volcanic activity,856.5,Upper-middle-income countries,,01/01/1900
Wet mass movement,5.3,Upper-middle-income countries,,01/01/1900
Wildfire,0,Upper-middle-income countries,,01/01/1900
Drought,0,Upper-middle-income countries,,01/01/1910
Dry mass movement,0,Upper-middle-income countries,,01/01/1910
Earthquake,3886.2,Upper-middle-income countries,,01/01/1910
Extreme temperature,0,Upper-middle-income countries,,01/01/1910
Extreme weather,5019.9,Upper-middle-income countries,,01/01/1910
Flood,10000,Upper-middle-income countries,,01/01/1910
Fog,0,Upper-middle-income countries,,01/01/1910
Glacial lake outburst flood,0,Upper-middle-income countries,,01/01/1910
Volcanic activity,500,Upper-middle-income countries,,01/01/1910
Wet mass movement,0,Upper-middle-income countries,,01/01/1910
Wildfire,0,Upper-middle-income countries,,01/01/1910
Drought,470000,Upper-middle-income countries,,01/01/1920
Dry mass movement,0,Upper-middle-income countries,,01/01/1920
Earthquake,23404.7,Upper-middle-income countries,,01/01/1920
Extreme temperature,0,Upper-middle-income countries,,01/01/1920
Extreme weather,10562.7,Upper-middle-income countries,,01/01/1920
Flood,0,Upper-middle-income countries,,01/01/1920
Fog,0,Upper-middle-income countries,,01/01/1920
Glacial lake outburst flood,0,Upper-middle-income countries,,01/01/1920
Volcanic activity,0,Upper-middle-income countries,,01/01/1920
Wet mass movement,10,Upper-middle-income countries,,01/01/1920
Wildfire,6,Upper-middle-income countries,,01/01/1920
Drought,0,Upper-middle-income countries,,01/01/1930
Dry mass movement,4,Upper-middle-income countries,,01/01/1930
Earthquake,5903.3,Upper-middle-income countries,,01/01/1930
Extreme temperature,0,Upper-middle-income countries,,01/01/1930
Extreme weather,1024.5,Upper-middle-income countries,,01/01/1930
Flood,436016.4,Upper-middle-income countries,,01/01/1930
Fog,0,Upper-middle-income countries,,01/01/1930
Glacial lake outburst flood,0,Upper-middle-income countries,,01/01/1930
Volcanic activity,266.9,Upper-middle-income countries,,01/01/1930
Wet mass movement,69,Upper-middle-income countries,,01/01/1930
Wildfire,0,Upper-middle-income countries,,01/01/1930
Drought,0,Upper-middle-income countries,,01/01/1940
Dry mass movement,0,Upper-middle-income countries,,01/01/1940
